Sample	Population_descriptor	Source	Haplotype	Sample_hap	x1	x2
HG00368	Finnish in Finland	1000G	1	HG00368_H2	0.5087907489295578	-1.1658384976726794
HG00369	Finnish in Finland	1000G	0	HG00369_H1	0.5238389502735028	-1.1877001358735115
HG00369	Finnish in Finland	1000G	1	HG00369_H2	0.4936101181427845	-1.1857484555265287
HG00371	Finnish in Finland	1000G	0	HG00371_H1	0.49754633588575675	-1.1729395395853663
HG00371	Finnish in Finland	1000G	1	HG00371_H2	0.50400387875761	-1.2034524610606907
HG00372	Finnish in Finland	1000G	0	HG00372_H1	0.5270175360023476	-1.207583795652424
HG00372	Finnish in Finland	1000G	1	HG00372_H2	0.5214643968720687	-1.2108630177614272
HG00373	Finnish in Finland	1000G	0	HG00373_H1	0.5131245778616615	-1.1755529346465527
HG00373	Finnish in Finland	1000G	1	HG00373_H2	0.5228444611940303	-1.0848298735572235
HG00375	Finnish in Finland	1000G	0	HG00375_H1	0.4924926708553095	-1.2278412143389865
HG00375	Finnish in Finland	1000G	1	HG00375_H2	0.5049652106154053	-1.198568120913363
HG00376	Finnish in Finland	1000G	0	HG00376_H1	0.495937817327347	-1.2326200287478766
HG00376	Finnish in Finland	1000G	1	HG00376_H2	0.49697200270469716	-1.278129634608585
HG00378	Finnish in Finland	1000G	0	HG00378_H1	0.48943010446708085	-1.190906376038598
HG00378	Finnish in Finland	1000G	1	HG00378_H2	0.5114691112960645	-1.2071206332635016
HG00379	Finnish in Finland	1000G	0	HG00379_H1	0.500964732847852	-1.226264029722854
HG00379	Finnish in Finland	1000G	1	HG00379_H2	0.5025323983131345	-1.2087487689604586
HG00380	Finnish in Finland	1000G	0	HG00380_H1	0.4850367341441629	-1.2733985611936143
HG00380	Finnish in Finland	1000G	1	HG00380_H2	0.4650386008595029	-1.285245052912225
HG00381	Finnish in Finland	1000G	0	HG00381_H1	0.5051018095312917	-1.2267748056751204
HG00381	Finnish in Finland	1000G	1	HG00381_H2	0.516727788345684	-1.2090981183935146
HG00382	Finnish in Finland	1000G	0	HG00382_H1	0.49600564883633425	-1.1641583359464653
HG00382	Finnish in Finland	1000G	1	HG00382_H2	0.5084530442223171	-1.1684537158769226
HG00383	Finnish in Finland	1000G	0	HG00383_H1	0.5170414108900241	-1.183943545277934
HG00383	Finnish in Finland	1000G	1	HG00383_H2	0.483519334563263	-1.167423264445629
HG00384	Finnish in Finland	1000G	0	HG00384_H1	0.5125342336368773	-1.2267798389308715
HG00384	Finnish in Finland	1000G	1	HG00384_H2	0.5037752152860788	-1.21724859909969
HG00403	Han Chinese South, China	1000G	0	HG00403_H1	0.7536495782827279	1.4548408599335727
HG00403	Han Chinese South, China	1000G	1	HG00403_H2	0.7395535489543057	1.4453401374717187
HG00404	Han Chinese South, China	1000G	0	HG00404_H1	0.7467271636431061	1.456940417768417
HG00404	Han Chinese South, China	1000G	1	HG00404_H2	0.7747536868336042	1.4605050367216965
HG00409	Han Chinese South, China	1000G	0	HG00409_H1	0.770852580210606	1.48132931448323
HG00409	Han Chinese South, China	1000G	1	HG00409_H2	0.7749438322945866	1.4466997450048416
HG00410	Han Chinese South, China	1000G	0	HG00410_H1	0.7488644391104813	1.43677171262617
HG00410	Han Chinese South, China	1000G	1	HG00410_H2	0.7526968968362375	1.4409738011886268
HG00419	Han Chinese South, China	1000G	0	HG00419_H1	0.7604705617259625	1.456373571485843
HG00419	Han Chinese South, China	1000G	1	HG00419_H2	0.7472736986496344	1.4551812011775183
HG00428	Han Chinese South, China	1000G	0	HG00428_H1	0.7687024822414925	1.4596436630145517
HG00428	Han Chinese South, China	1000G	1	HG00428_H2	0.7856506401911215	1.4568416502550314
HG00442	Han Chinese South, China	1000G	0	HG00442_H1	0.7773079908628312	1.478904602634984
HG00442	Han Chinese South, China	1000G	1	HG00442_H2	0.7510353259832793	1.473247143479721
HG00443	Han Chinese South, China	1000G	0	HG00443_H1	0.7559554983437635	1.4366858629420274
HG00443	Han Chinese South, China	1000G	1	HG00443_H2	0.7545847026894305	1.4532858557732116
HG00445	Han Chinese South, China	1000G	0	HG00445_H1	0.7654425647218338	1.4468673805545529
HG00445	Han Chinese South, China	1000G	1	HG00445_H2	0.7594554447968435	1.427254641279856
HG00446	Han Chinese South, China	1000G	0	HG00446_H1	0.7756085567919689	1.4347833299976105
HG00446	Han Chinese South, China	1000G	1	HG00446_H2	0.7662374054300445	1.472650314956536
HG00448	Han Chinese South, China	1000G	0	HG00448_H1	0.7428557204122309	1.4765983134894065
HG00448	Han Chinese South, China	1000G	1	HG00448_H2	0.7569563471214334	1.4365699299249983
HG00449	Han Chinese South, China	1000G	0	HG00449_H1	0.7581357021028304	1.4530879589580108
HG00449	Han Chinese South, China	1000G	1	HG00449_H2	0.7538715239377058	1.4825994775603546
HG00451	Han Chinese South, China	1000G	0	HG00451_H1	0.761077777091025	1.4877392017528484
HG00451	Han Chinese South, China	1000G	1	HG00451_H2	0.7709959199537807	1.4819544940043767
HG00452	Han Chinese South, China	1000G	0	HG00452_H1	0.7580935329488575	1.4348923782139555
HG00452	Han Chinese South, China	1000G	1	HG00452_H2	0.7471142499170685	1.4621228369320944
HG00457	Han Chinese South, China	1000G	0	HG00457_H1	0.7635991209466108	1.475346139799212
HG00457	Han Chinese South, China	1000G	1	HG00457_H2	0.7641150230312223	1.4638678124225126
HG00458	Han Chinese South, China	1000G	0	HG00458_H1	0.7545483267822274	1.4654627788735914
HG00458	Han Chinese South, China	1000G	1	HG00458_H2	0.7632062954789108	1.4358353923224656
HG00463	Han Chinese South, China	1000G	0	HG00463_H1	0.7764965152129815	1.4405301431758593
HG00463	Han Chinese South, China	1000G	1	HG00463_H2	0.7643089468588883	1.4852556821358427
HG00464	Han Chinese South, China	1000G	0	HG00464_H1	0.7493667542056791	1.470407496488982
HG00464	Han Chinese South, China	1000G	1	HG00464_H2	0.7697648261489076	1.4392222732432751
HG00472	Han Chinese South, China	1000G	0	HG00472_H1	0.7552143156171096	1.4742862618157062
HG00472	Han Chinese South, China	1000G	1	HG00472_H2	0.7689645121265849	1.470957935929173
HG00473	Han Chinese South, China	1000G	0	HG00473_H1	0.7483461417454841	1.4630942477048485
HG00473	Han Chinese South, China	1000G	1	HG00473_H2	0.7587301892494313	1.474836271721072
HG00476	Han Chinese South, China	1000G	0	HG00476_H1	0.7538587678105081	1.47827755985857
HG00476	Han Chinese South, China	1000G	1	HG00476_H2	0.7603426392521055	1.450990834899787
HG00478	Han Chinese South, China	1000G	0	HG00478_H1	0.7473747243543127	1.460472099860405
HG00478	Han Chinese South, China	1000G	1	HG00478_H2	0.7710144620926387	1.5019655894954187
HG00479	Han Chinese South, China	1000G	0	HG00479_H1	0.7711751849686654	1.4313499974997612
HG00479	Han Chinese South, China	1000G	1	HG00479_H2	0.769637133869825	1.4484673006788076
HG00500	Han Chinese South, China	1000G	0	HG00500_H1	0.7645558704129694	1.4717006122077694
HG00500	Han Chinese South, China	1000G	1	HG00500_H2	0.7584680094900857	1.4510271890800688
HG00513	Han Chinese South, China	1000G	0	HG00513_H1	0.7675064780604272	1.4610152632900133
HG00513	Han Chinese South, China	1000G	1	HG00513_H2	0.7481281119522373	1.4760197163082003
HG00525	Han Chinese South, China	1000G	0	HG00525_H1	0.7511596298452312	1.4526359137887135
HG00525	Han Chinese South, China	1000G	1	HG00525_H2	0.7559452571816766	1.4080197955590819
HG00530	Han Chinese South, China	1000G	0	HG00530_H1	0.7612074162124719	1.4744628482270714
HG00530	Han Chinese South, China	1000G	1	HG00530_H2	0.7601438490384334	1.4773496167715656
HG00531	Han Chinese South, China	1000G	0	HG00531_H1	0.7494850237050845	1.450384699308609
HG00531	Han Chinese South, China	1000G	1	HG00531_H2	0.7585616553915395	1.4721674474289217
HG00533	Han Chinese South, China	1000G	0	HG00533_H1	0.756347262211801	1.4495800153694414
HG00533	Han Chinese South, China	1000G	1	HG00533_H2	0.7684613994160221	1.4237125119533534
HG00534	Han Chinese South, China	1000G	0	HG00534_H1	0.7626372511761532	1.433373012862995
HG00534	Han Chinese South, China	1000G	1	HG00534_H2	0.7514267218480818	1.4667695191375798
HG00536	Han Chinese South, China	1000G	0	HG00536_H1	0.7513109627276852	1.448048111819493
HG00536	Han Chinese South, China	1000G	1	HG00536_H2	0.757415293648324	1.4597608907615343
HG00537	Han Chinese South, China	1000G	0	HG00537_H1	0.7633055033154313	1.4731230868181748
HG00537	Han Chinese South, China	1000G	1	HG00537_H2	0.7602038309936506	1.4912818588199168
HG00559	Han Chinese South, China	1000G	0	HG00559_H1	0.7537025063015373	1.4298677284092554
HG00559	Han Chinese South, China	1000G	1	HG00559_H2	0.7648323624293956	1.441019938512331
HG00560	Han Chinese South, China	1000G	0	HG00560_H1	0.7746033411518154	1.4791124708433376
HG00560	Han Chinese South, China	1000G	1	HG00560_H2	0.7450378081163809	1.4894361621730563
HG00565	Han Chinese South, China	1000G	0	HG00565_H1	0.7709991046880931	1.4757663381665043
HG00565	Han Chinese South, China	1000G	1	HG00565_H2	0.7646845277154523	1.486027192000663
HG00566	Han Chinese South, China	1000G	0	HG00566_H1	0.7608497242359826	1.4908444956096356
HG00566	Han Chinese South, China	1000G	1	HG00566_H2	0.7688589454843072	1.4624133030701187
HG00580	Han Chinese South, China	1000G	0	HG00580_H1	0.7517121121650898	1.4702879480347293
HG00580	Han Chinese South, China	1000G	1	HG00580_H2	0.7595187704163736	1.444927194635138
HG00583	Han Chinese South, China	1000G	0	HG00583_H1	0.7776675502677256	1.4716824318194854
HG00583	Han Chinese South, China	1000G	1	HG00583_H2	0.7622578466946321	1.4808445765369098
HG00584	Han Chinese South, China	1000G	0	HG00584_H1	0.7528343632416062	1.4650051987063328
HG00584	Han Chinese South, China	1000G	1	HG00584_H2	0.7419302884093014	1.4617888062877131
HG00589	Han Chinese South, China	1000G	0	HG00589_H1	0.7550617975432212	1.4609995278506502
HG00589	Han Chinese South, China	1000G	1	HG00589_H2	0.762597649920529	1.4700672635711782
HG00590	Han Chinese South, China	1000G	0	HG00590_H1	0.7529089313767462	1.404012195585149
HG00590	Han Chinese South, China	1000G	1	HG00590_H2	0.7652285662474616	1.418359584150777
HG00592	Han Chinese South, China	1000G	0	HG00592_H1	0.7581159866890529	1.4159957637375982
HG00592	Han Chinese South, China	1000G	1	HG00592_H2	0.7515204523210027	1.3865575933456855
HG00593	Han Chinese South, China	1000G	0	HG00593_H1	0.7612684536219528	1.4796124675577682
HG00593	Han Chinese South, China	1000G	1	HG00593_H2	0.7669881969678749	1.4614704881329956
HG00598	Han Chinese South, China	1000G	0	HG00598_H1	0.7695988901260692	1.461521372586089
HG00598	Han Chinese South, China	1000G	1	HG00598_H2	0.7663186813372207	1.4839421349864432
HG00599	Han Chinese South, China	1000G	0	HG00599_H1	0.7518659238269292	1.4336923167720113
HG00599	Han Chinese South, China	1000G	1	HG00599_H2	0.751265039699647	1.4746810110631774
HG00610	Han Chinese South, China	1000G	0	HG00610_H1	0.7746973648144471	1.472903878263304
HG00610	Han Chinese South, China	1000G	1	HG00610_H2	0.7428043226659868	1.467200864818375
HG00611	Han Chinese South, China	1000G	0	HG00611_H1	0.7624294193579276	1.4717159047487112
HG00611	Han Chinese South, China	1000G	1	HG00611_H2	0.7680622066566852	1.4590204758462761
HG00613	Han Chinese South, China	1000G	0	HG00613_H1	0.776829230790234	1.4693423715041762
HG00613	Han Chinese South, China	1000G	1	HG00613_H2	0.7504666505885601	1.4474567919814016
HG00614	Han Chinese South, China	1000G	0	HG00614_H1	0.7505425581615361	1.4569043766919012
HG00614	Han Chinese South, China	1000G	1	HG00614_H2	0.754628204000095	1.4642063766091702
HG00622	Han Chinese South, China	1000G	0	HG00622_H1	0.7587534244570059	1.4822536590489808
HG00622	Han Chinese South, China	1000G	1	HG00622_H2	0.7693730842328381	1.4641212582356065
HG00623	Han Chinese South, China	1000G	0	HG00623_H1	0.7671692350259383	1.4920059373845345
HG00623	Han Chinese South, China	1000G	1	HG00623_H2	0.7484504018947852	1.4721602873458077
HG00625	Han Chinese South, China	1000G	0	HG00625_H1	0.7468751175443126	1.461319614478123
HG00625	Han Chinese South, China	1000G	1	HG00625_H2	0.7539066916875418	1.415526515180467
HG00626	Han Chinese South, China	1000G	0	HG00626_H1	0.7674766515369602	1.5005810651433873
HG00626	Han Chinese South, China	1000G	1	HG00626_H2	0.7744505343088085	1.4827190472922562
HG00628	Han Chinese South, China	1000G	0	HG00628_H1	0.7529133200511252	1.4426396936274504
HG00628	Han Chinese South, China	1000G	1	HG00628_H2	0.7461262819367729	1.4460133299534843
HG00629	Han Chinese South, China	1000G	0	HG00629_H1	0.7688296379923726	1.4742910735097532
HG00629	Han Chinese South, China	1000G	1	HG00629_H2	0.7604752951232298	1.4781961330745055
HG00631	Han Chinese South, China	1000G	0	HG00631_H1	0.7733818779369233	1.4774672485505456
HG00631	Han Chinese South, China	1000G	1	HG00631_H2	0.7503401643861103	1.4477389341854625
HG00632	Han Chinese South, China	1000G	0	HG00632_H1	0.7649177053581107	1.4379889423660046
HG00632	Han Chinese South, China	1000G	1	HG00632_H2	0.7618493841602944	1.4725638189085382
HG00634	Han Chinese South, China	1000G	0	HG00634_H1	0.7612233230734128	1.4751602839013955
HG00634	Han Chinese South, China	1000G	1	HG00634_H2	0.7566437666497493	1.429584202962698
HG00650	Han Chinese South, China	1000G	0	HG00650_H1	0.7641513240433753	1.466766860449039
HG00650	Han Chinese South, China	1000G	1	HG00650_H2	0.765711113240299	1.4556908522764889
HG00651	Han Chinese South, China	1000G	0	HG00651_H1	0.7670823517796148	1.4715702980616912
HG00651	Han Chinese South, China	1000G	1	HG00651_H2	0.7657096202302212	1.4747392664906003
HG00653	Han Chinese South, China	1000G	0	HG00653_H1	0.7619925042171356	1.4668827573896839
HG00653	Han Chinese South, China	1000G	1	HG00653_H2	0.750604309446433	1.4399413444605518
HG00654	Han Chinese South, China	1000G	0	HG00654_H1	0.7574007909019363	1.4380264446812867
HG00654	Han Chinese South, China	1000G	1	HG00654_H2	0.7640183841959988	1.4420428283152422
HG00662	Han Chinese South, China	1000G	0	HG00662_H1	0.7645518263448757	1.4535737273693436
HG00662	Han Chinese South, China	1000G	1	HG00662_H2	0.7577920975269538	1.4790538065994017
HG00663	Han Chinese South, China	1000G	0	HG00663_H1	0.7549713532555112	1.441587424713978
HG00663	Han Chinese South, China	1000G	1	HG00663_H2	0.7696417700666257	1.487361347555103
HG00674	Han Chinese South, China	1000G	0	HG00674_H1	0.7528388622103218	1.4620776447781476
HG00674	Han Chinese South, China	1000G	1	HG00674_H2	0.7600302116528929	1.48959994158314
HG00675	Han Chinese South, China	1000G	0	HG00675_H1	0.7574024927167151	1.4846305958729822
HG00675	Han Chinese South, China	1000G	1	HG00675_H2	0.758679525025783	1.464198032741339
HG00683	Han Chinese South, China	1000G	0	HG00683_H1	0.7602317453354188	1.4443147634278024
HG00683	Han Chinese South, China	1000G	1	HG00683_H2	0.7713389848747773	1.4609874400971332
HG00684	Han Chinese South, China	1000G	0	HG00684_H1	0.7514578590493342	1.472641387341594
HG00684	Han Chinese South, China	1000G	1	HG00684_H2	0.7555617113680734	1.4593382910652763
HG00689	Han Chinese South, China	1000G	0	HG00689_H1	0.7768922969012575	1.4947282046692496
HG00689	Han Chinese South, China	1000G	1	HG00689_H2	0.7591502260496088	1.4779263289098838
HG00690	Han Chinese South, China	1000G	0	HG00690_H1	0.7503273591297396	1.4414349941369051
HG00690	Han Chinese South, China	1000G	1	HG00690_H2	0.7630411706456963	1.4574807616237775
HG00692	Han Chinese South, China	1000G	0	HG00692_H1	0.7657267281358195	1.4270846760791278
HG00692	Han Chinese South, China	1000G	1	HG00692_H2	0.7693920570605286	1.4653403825740232
HG00693	Han Chinese South, China	1000G	0	HG00693_H1	0.760126675229522	1.4635346282550636
HG00693	Han Chinese South, China	1000G	1	HG00693_H2	0.7659439398783122	1.4630876631606031
HG00698	Han Chinese South, China	1000G	0	HG00698_H1	0.7549604871021364	1.4478172293589289
HG00698	Han Chinese South, China	1000G	1	HG00698_H2	0.7446803776072449	1.4739716182662048
HG00699	Han Chinese South, China	1000G	0	HG00699_H1	0.7530368153379083	1.4793274291869538
HG00699	Han Chinese South, China	1000G	1	HG00699_H2	0.746478443387969	1.4731890645348882
HG00701	Han Chinese South, China	1000G	0	HG00701_H1	0.7556512315112048	1.4846909580003882
HG00701	Han Chinese South, China	1000G	1	HG00701_H2	0.75803314445354	1.4448404311017715
HG00707	Han Chinese South, China	1000G	0	HG00707_H1	0.7856702103116423	1.4429013124046421
HG00707	Han Chinese South, China	1000G	1	HG00707_H2	0.7747341404933906	1.5027525103480324
HG00708	Han Chinese South, China	1000G	0	HG00708_H1	0.7719495713584142	1.4348295544513257
HG00708	Han Chinese South, China	1000G	1	HG00708_H2	0.7633863906780742	1.509197752913014
HG00729	Han Chinese South, China	1000G	0	HG00729_H1	0.7583805555564135	1.4824905911006723
HG00729	Han Chinese South, China	1000G	1	HG00729_H2	0.7635957461900409	1.460291321261364
HG00759	Chinese Dai in Xishuangbanna	1000G	0	HG00759_H1	0.7605035771164276	1.4169917856976033
HG00759	Chinese Dai in Xishuangbanna	1000G	1	HG00759_H2	0.7575732845027896	1.4375537157899783
HG00766	Chinese Dai in Xishuangbanna	1000G	0	HG00766_H1	0.748375538777967	1.4195930068686755
HG00766	Chinese Dai in Xishuangbanna	1000G	1	HG00766_H2	0.7399458158998106	1.4440599095738194
HG00844	Chinese Dai in Xishuangbanna	1000G	0	HG00844_H1	0.7442162489472781	1.4040789021964986
HG00844	Chinese Dai in Xishuangbanna	1000G	1	HG00844_H2	0.7503449382557331	1.4260143572734105
HG00851	Chinese Dai in Xishuangbanna	1000G	0	HG00851_H1	0.7485364460748775	1.4454634395174502
HG00851	Chinese Dai in Xishuangbanna	1000G	1	HG00851_H2	0.7703737598088546	1.464936024990025
HG00864	Chinese Dai in Xishuangbanna	1000G	0	HG00864_H1	0.7351326341219725	1.4175671390353595
HG00864	Chinese Dai in Xishuangbanna	1000G	1	HG00864_H2	0.7564121817839504	1.420299559917338
HG00867	Chinese Dai in Xishuangbanna	1000G	0	HG00867_H1	0.7320785298021664	1.4667246108606409
HG00867	Chinese Dai in Xishuangbanna	1000G	1	HG00867_H2	0.743604865489851	1.4264298163853404
HG00879	Chinese Dai in Xishuangbanna	1000G	0	HG00879_H1	0.7428725544923697	1.4520564506875775
HG00879	Chinese Dai in Xishuangbanna	1000G	1	HG00879_H2	0.7341775491328183	1.442682113060933
HG00881	Chinese Dai in Xishuangbanna	1000G	0	HG00881_H1	0.7452178466767237	1.4603855210852756
HG00881	Chinese Dai in Xishuangbanna	1000G	1	HG00881_H2	0.7452683972278361	1.4396632765085533
